frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1273,  0,  50.880,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.49, 0.35, 0.61, 0.79, 0.94, 0.39, 0.43, 0.18, 0.41, 0.00, 2.51, 1.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1274,  0,  50.920,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.54, 0.52, 0.51, 0.79, 1.02, 0.45, 0.46, 0.14, 0.28, 0.00, 2.59, 1.52, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1275,  0,  50.960,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 0.57, 0.53, 0.49, 0.73, 1.09, 0.42, 0.39, 0.16, 0.19, 0.00, 2.49, 1.43, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1276,  0,  51.000,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 0.52, 0.51, 0.49, 0.62, 1.18, 0.25, 0.24, 0.16, 0.09, 0.00, 2.36, 1.40, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1277,  0,  51.040,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.35, 0.40, 0.49, 0.41, 1.10, 0.08, 0.16, 0.18, 0.07, 0.06, 1.98, 1.51, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1278,  0,  51.080,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.16, 0.28, 0.38, 0.19, 0.97, 0.00, 0.12, 0.20, 0.03, 0.17, 1.58, 1.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1279,  0,  51.120,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.03, 0.38, 0.32, 0.05, 0.87, 0.00, 0.07, 0.27, 0.06, 0.30, 1.14, 1.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1280,  0,  51.160,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.39, 0.00, 0.83, 0.00, 0.03, 0.20, 0.03, 0.26, 1.09, 0.93, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1281,  0,  51.200,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.49, 0.00, 0.87, 0.00, 0.00, 0.10, 0.03, 0.14, 1.20, 0.32, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1282,  0,  51.240,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.53, 0.00, 0.91, 0.00, 0.00, 0.02, 0.00, 0.02, 1.42, 0.03, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1283,  0,  51.280,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.51, 0.00, 0.94, 0.00, 0.00, 0.01, 0.00, 0.01, 1.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1284,  0,  51.320,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.00, 0.15, 0.48, 0.00, 0.93, 0.00, 0.00, 0.08, 0.00, 0.01, 1.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1285,  0,  51.360,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.00, 0.09, 0.49, 0.00, 0.89, 0.00, 0.00, 0.15, 0.00, 0.01, 1.39, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1286,  0,  51.400,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.48, 0.00, 0.88, 0.00, 0.00, 0.21, 0.00, 0.00, 1.35, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1287,  0,  51.440,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.48, 0.03, 0.83, 0.00, 0.00, 0.17, 0.00, 0.00, 1.19, 0.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
1288,  0,  51.480,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.03, 0.65, 0.00, 0.00, 0.16, 0.04, 0.00, 0.76, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1289,  0,  51.520,  0.98,  1, 0.00, 0.00, 0.03, 0.00, 0.00, 0.20, 0.39, 0.03, 0.45, 0.04, 0.00, 0.36, 0.23, 0.16, 0.31, 1.24, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1290,  0,  51.560,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.25, 0.33, 0.00, 0.29, 0.04, 0.00, 0.60, 0.35, 0.30, 0.02, 1.73, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1291,  0,  51.600,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.01, 0.34, 0.33, 0.00, 0.22, 0.04, 0.09, 0.83, 0.31, 0.45, 0.00, 1.76, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
1292,  0,  51.640,  0.98,  1, 0.00, 0.00, 0.03, 0.15, 0.01, 0.14, 0.31, 0.00, 0.23, 0.00, 0.18, 0.67, 0.12, 0.34, 0.22, 1.72, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
1293,  0,  51.680,  0.98,  1, 0.00, 0.00, 0.00, 0.42, 0.01, 0.09, 0.34, 0.00, 0.29, 0.00, 0.33, 0.46, 0.01, 0.25, 0.76, 1.73, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
1294,  0,  51.720,  0.98,  1, 0.00, 0.00, 0.00, 0.93, 0.00, 0.00, 0.40, 0.09, 0.46, 0.00, 0.32, 0.21, 0.00, 0.21, 1.32, 1.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1295,  0,  51.760,  0.93,  1, 0.00, 0.00, 0.00, 1.38, 0.00, 0.00, 0.62, 0.17, 0.61, 0.11, 0.33, 0.11, 0.00, 0.29, 1.68, 0.80, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1296,  0,  51.800,  0.93,  1, 0.00, 0.00, 0.00, 1.65, 0.00, 0.00, 0.75, 0.17, 0.75, 0.18, 0.19, 0.04, 0.00, 0.43, 1.63, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1297,  0,  51.840,  0.93,  1, 0.00, 0.00, 0.00, 1.76, 0.00, 0.00, 0.77, 0.08, 0.71, 0.36, 0.12, 0.09, 0.19, 0.60, 1.08, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1298,  0,  51.880,  0.98,  1, 0.00, 0.00, 0.00, 1.59, 0.00, 0.00, 0.64, 0.00, 0.65, 0.38, 0.01, 0.16, 0.37, 0.73, 0.52, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1299,  0,  51.920,  0.98,  1, 0.00, 0.00, 0.00, 1.04, 0.09, 0.06, 0.70, 0.00, 0.63, 0.33, 0.00, 0.20, 0.53, 0.54, 0.31, 0.24, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1300,  0,  51.960,  0.98,  1, 0.00, 0.00, 0.00, 0.42, 0.20, 0.25, 0.79, 0.02, 0.74, 0.18, 0.03, 0.12, 0.50, 0.27, 0.75, 0.27, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1301,  0,  52.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.28, 0.36, 0.95, 0.08, 0.81, 0.09, 0.13, 0.05, 0.39, 0.00, 1.22, 0.28, 0.71, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1302,  0,  52.040,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.28, 0.52, 0.88, 0.14, 0.85, 0.09, 0.24, 0.01, 0.31, 0.00, 1.40, 0.14, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1303,  0,  52.080,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.22, 0.64, 0.74, 0.13, 0.81, 0.08, 0.28, 0.07, 0.34, 0.00, 1.17, 0.20, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1304,  0,  52.120,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.14, 0.62, 0.50, 0.07, 0.73, 0.12, 0.19, 0.28, 0.53, 0.08, 0.71, 0.53, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1305,  0,  52.160,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.05, 0.54, 0.34, 0.00, 0.58, 0.12, 0.08, 0.48, 0.63, 0.17, 0.25, 0.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1306,  0,  52.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.26, 0.00, 0.44, 0.13, 0.03, 0.59, 0.72, 0.23, 0.08, 1.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1307,  0,  52.240,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.29, 0.00, 0.34, 0.05, 0.12, 0.40, 0.72, 0.15, 0.29, 1.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1308,  0,  52.280,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.37, 0.01, 0.29, 0.02, 0.34, 0.25, 0.66, 0.05, 0.70, 1.15, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1309,  0,  52.320,  0.93,  1, 0.00, 0.00, 0.00, 0.02, 0.00, 0.12, 0.38, 0.01, 0.24, 0.00, 0.43, 0.13, 0.40, 0.00, 1.08, 0.89, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1310,  0,  52.360,  0.93,  1, 0.00, 0.00, 0.00, 0.05, 0.00, 0.15, 0.35, 0.01, 0.22, 0.00, 0.34, 0.16, 0.23, 0.00, 0.96, 0.67, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1311,  0,  52.400,  0.98,  1, 0.00, 0.00, 0.00, 0.12, 0.00, 0.13, 0.23, 0.00, 0.14, 0.09, 0.11, 0.18, 0.26, 0.10, 0.55, 0.69, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1312,  0,  52.440,  0.98,  1, 0.00, 0.00, 0.00, 0.11, 0.00, 0.13, 0.12, 0.00, 0.13, 0.19, 0.00, 0.33, 0.51, 0.21, 0.12, 0.80, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1313,  0,  52.480,  0.98,  1, 0.00, 0.00, 0.00, 0.12, 0.00, 0.09, 0.04, 0.00, 0.11, 0.30, 0.00, 0.45, 0.62, 0.32, 0.00, 0.84, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1314,  0,  52.520,  0.98,  1, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.01, 0.00, 0.12, 0.39, 0.02, 0.61, 0.64, 0.32, 0.05, 0.97, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1315,  0,  52.560,  0.98,  1, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.14, 0.31, 0.05, 0.53, 0.45, 0.20, 0.50, 1.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1316,  0,  52.600,  0.98,  1, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.19, 0.19, 0.14, 0.44, 0.25, 0.10, 1.10, 1.87, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1317,  0,  52.640,  0.98,  1, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.23, 0.02, 0.26, 0.30, 0.06, 0.00, 1.81, 2.12, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1318,  0,  52.680,  0.98,  1, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.03, 0.00, 0.24, 0.00, 0.41, 0.31, 0.08, 0.00, 1.99, 2.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1319,  0,  52.720,  0.98,  1, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.09, 0.02, 0.35, 0.05, 0.56, 0.41, 0.24, 0.00, 2.01, 2.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1320,  0,  52.760,  0.98,  1, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.22, 0.07, 0.48, 0.05, 0.61, 0.50, 0.45, 0.00, 1.80, 1.91, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
1321,  0,  52.800,  0.98,  1, 0.00, 0.00, 0.00, 0.09, 0.05, 0.00, 0.34, 0.18, 0.63, 0.07, 0.58, 0.59, 0.56, 0.00, 1.65, 1.61, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
1322,  0,  52.840,  0.93,  1, 0.00, 0.00, 0.00, 0.05, 0.11, 0.00, 0.44, 0.23, 0.69, 0.10, 0.50, 0.47, 0.64, 0.00, 1.42, 1.09, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1323,  0,  52.880,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.43, 0.24, 0.85, 0.32, 0.49, 0.30, 0.72, 0.00, 1.21, 0.67, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1324,  0,  52.920,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.13, 0.05, 0.37, 0.18, 0.97, 0.57, 0.36, 0.18, 0.90, 0.00, 1.06, 0.26, 1.59, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1325,  0,  52.960,  0.93,  1, 0.00, 0.00, 0.00, 0.01, 0.19, 0.33, 0.35, 0.16, 1.03, 0.71, 0.27, 0.10, 1.00, 0.00, 0.96, 0.15, 2.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1326,  0,  53.000,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.31, 0.58, 0.33, 0.21, 1.06, 0.78, 0.10, 0.08, 1.10, 0.01, 0.91, 0.10, 1.37, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1327,  0,  53.040,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.36, 0.62, 0.31, 0.24, 1.08, 0.85, 0.07, 0.03, 1.12, 0.07, 0.84, 0.13, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1328,  0,  53.080,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.35, 0.47, 0.24, 0.30, 1.16, 0.92, 0.03, 0.03, 1.17, 0.15, 0.89, 0.10, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1329,  0,  53.120,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.31, 0.35, 0.21, 0.31, 1.20, 0.90, 0.08, 0.03, 1.03, 0.25, 1.10, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1330,  0,  53.160,  0.98,  1, 0.00, 0.00, 0.00, 0.12, 0.39, 0.41, 0.22, 0.39, 1.24, 0.89, 0.13, 0.00, 0.96, 0.26, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1331,  0,  53.200,  0.98,  1, 0.00, 0.00, 0.00, 0.12, 0.40, 0.42, 0.25, 0.48, 1.28, 0.92, 0.16, 0.00, 0.84, 0.27, 1.36, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1332,  0,  53.240,  0.98,  1, 0.00, 0.00, 0.00, 0.12, 0.38, 0.40, 0.28, 0.49, 1.28, 0.92, 0.12, 0.00, 0.87, 0.29, 1.29, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1333,  0,  53.280,  0.98,  1, 0.00, 0.00, 0.00, 0.07, 0.33, 0.38, 0.31, 0.53, 1.30, 0.89, 0.06, 0.00, 0.83, 0.32, 1.24, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1334,  0,  53.320,  0.98,  1, 0.00, 0.00, 0.00, 0.07, 0.35, 0.46, 0.33, 0.51, 1.33, 0.89, 0.01, 0.05, 0.89, 0.36, 1.20, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1335,  0,  53.360,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.29, 0.34, 0.35, 0.45, 1.31, 0.84, 0.00, 0.07, 0.95, 0.49, 1.04, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1336,  0,  53.400,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.22, 0.39, 0.35, 0.25, 1.18, 0.78, 0.00, 0.17, 1.12, 0.64, 0.65, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1337,  0,  53.440,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.11, 0.37, 0.27, 0.07, 1.00, 0.65, 0.00, 0.20, 1.24, 0.75, 0.27, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1338,  0,  53.480,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.06, 0.37, 0.21, 0.00, 0.88, 0.63, 0.00, 0.28, 1.37, 0.74, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1339,  0,  53.520,  0.98,  1, 0.00, 0.00, 0.00, 0.11, 0.04, 0.23, 0.16, 0.00, 0.84, 0.59, 0.00, 0.33, 1.35, 0.66, 0.09, 0.55, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1340,  0,  53.560,  0.98,  1, 0.00, 0.00, 0.00, 0.21, 0.02, 0.04, 0.13, 0.00, 0.80, 0.61, 0.00, 0.40, 1.32, 0.57, 0.18, 0.58, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1341,  0,  53.600,  0.98,  1, 0.00, 0.00, 0.00, 0.23, 0.02, 0.04, 0.14, 0.00, 0.70, 0.62, 0.00, 0.49, 1.28, 0.47, 0.21, 0.62, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1342,  0,  53.640,  0.98,  1, 0.00, 0.00, 0.00, 0.15, 0.01, 0.00, 0.11, 0.00, 0.56, 0.50, 0.00, 0.50, 1.35, 0.42, 0.12, 0.70, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
